,,headline,pub_date,snippet,web_url
0,736,Bill Puts Predicting Weather Before Studying Climate,2014-04-02T00:00:00Z,The Republican-led House of Representatives passed a bill on Tuesday that would require United States weather agencies to focus more on predicting storms and less on climate studies.,https://www.nytimes.com/2014/04/02/us/bill-puts-predicting-weather-before-studying-climate.html
0,737,Summer School for Anchovies,2014-07-11T00:00:00Z,"Oceanographers have noted a billion-strong anchovy swarm near Southern California, a remarkably large example of a fish gathering.",https://www.nytimes.com/2014/07/11/science/summer-school-for-anchovies.html
0,738,Warming to Women on the Ice,2014-02-05T00:00:00Z,"While the expectations for the Russian men’s hockey team are high, any medal for the women would be a momentous achievement.",https://www.nytimes.com/2014/02/05/sports/olympics/warming-to-women-on-the-ice.html
0,739,"As Snow Piles Up in Boston, So Do Frustrations With Beleaguered Transit System",2015-02-11T00:00:00Z,"Record snow in Boston the past 17 days has exposed the vulnerabilities of the debt-ridden Massachusetts Bay Transportation Authority, as numerous breakdowns and delays have occurred.",https://www.nytimes.com/2015/02/11/us/as-snow-piles-up-in-boston-so-do-frustrations-with-beleaguered-transit-system.html
0,740,The New Party of No,2017-03-13T09:00:04+0000,How a president and a protest movement transformed the Democrats.,https://www.nytimes.com/2017/03/13/magazine/democratic-party-election-trump.html
0,741,"It Began With Secret Pickles, and Survived a War",2015-07-18T00:00:00Z,"In 1939, he was just the older boy who was noisy on her roof and she the one who shooed him off. Now, they share great-grandchildren and 75 years of memories.",https://www.nytimes.com/2015/07/17/nyregion/summer-love-that-began-with-secret-pickles-and-survived-a-war.html
0,742,Kids Draw the News: Tornadoes in New York City,2012-09-26T19:03:33+0000,Children’s drawings of the city’s recent severe weather.,https://www.nytimes.com/slideshow/2012/09/26/nyregion/kdtn-tornado.html
0,743,"Year After Tornado, Obama Salutes Joplin&#8217;s Power to Heal and Grow",2012-05-22T00:00:00Z,"The president spoke to graduates of Joplin High School, which was destroyed, along with nearly a third of the Missouri city, in a tornado a year ago.",https://www.nytimes.com/2012/05/22/us/year-after-tornado-obama-salutes-joplins-power-to-heal-and-grow.html
0,744,&#8216;Mad Men&#8217; Recap: On the Road Again,2015-05-04T02:55:35Z,"A trippy, angry, spooky, goofy, messy, melancholic romp of an episode.",https://artsbeat.blogs.nytimes.com/2015/05/04/mad-men-recap-season-7-first-day-mccann-lost-horizon/
0,745,"Walking, Stopping: It’s So Sentimental",2014-08-07T00:00:00Z,"Jacob Jonas the Company presented “In a Room on Broad St.,” a dance for nine, at the Ailey Citigroup Theater, with a cast specializing in hip-hop, contemporary ballet and acrobatics.",https://www.nytimes.com/2014/08/07/arts/dance/jacob-jonas-the-company-at-ailey-citigroup-theater.html
0,746,Boston&#8217;s Winter From Hell,2015-02-20T08:27:26+0000,Boston is used to snow &#8212; but nothing like this year&#8217;s blizzards.,https://www.nytimes.com/2015/02/20/opinion/bostons-winter-from-hell.html
1,747,Tornadoes Hit South and Midwest,2012-03-03T03:29:56+0000,"Several tornadoes, spawned by powerful storms that steamrolled across multiple states in the South and Midwest on Friday, caused critical injuries and widespread damage from Alabama to south-central Indiana.",https://www.nytimes.com/slideshow/2012/03/02/us/20120203_TORNADO_HTML.html
0,748,Wife’s Illness Leaves Marc Leishman With New Outlook,2015-04-30T00:00:00Z,Audrey Leishman&#8217;s near-death experience disabused her husband of the notion that he has anything to lose on a golf course.,https://www.nytimes.com/2015/04/30/sports/golf/wifes-illness-leaves-marc-leishman-with-new-outlook.html
0,749,What’s on TV Wednesday,2014-12-24T00:00:00Z,Television highlights.,https://www.nytimes.com/2014/12/24/arts/television/whats-on-tv-wednesday.html
1,750,Deadly Tornadoes Pound the South and the Midwest,2012-03-03T00:00:00Z,"A frantic day and night of fast-moving tornadoes and severe thunderstorms left behind at least 27 dead, hundreds of injuries and countless damaged buildings in several states.",https://www.nytimes.com/2012/03/03/us/deadly-tornadoes-pound-the-south-and-the-midwest.html
0,751,"Review: ‘Skylight,’ With Carey Mulligan and Bill Nighy, Opens on Broadway",2015-04-03T02:00:11+0000,Stephen Daldry’s revival of David Hare’s “Skylight” plays off the dramatic duality of ex-lovers who are irresistibly drawn to each other.,https://www.nytimes.com/2015/04/03/theater/review-skylight-with-carey-mulligan-and-bill-nighy-opens-on-broadway.html
0,752,Grave Business,2014-07-20T00:00:00Z,"In Ace Atkins’s “The Forsaken,”",https://www.nytimes.com/2014/07/20/books/review/the-forsaken-by-ace-atkins-and-more.html
0,753,"Year After Tornado, Obama Salutes Joplin's Power to Heal and Grow",2012-05-21T00:00:00Z,"The president spoke to graduates of Joplin High School, which was destroyed, along with nearly a third of the Missouri city, in a tornado a year ago.",https://www.nytimes.com/2012/05/22/us/year-after-tornado-obama-salutes-joplins-power-to-heal-and-grow.html
0,754,"Use of E-Cigarettes Rises Sharply Among Teenagers, Report Says",2015-04-16T17:01:22+0000,A study released by the Centers for Disease Control and Prevention says use of the devices among middle and high school students tripled between 2013 and 2014.,https://www.nytimes.com/2015/04/17/health/use-of-e-cigarettes-rises-sharply-among-teenagers-report-says.html
0,755,Why Should Cancer Make Me Want to Knit?,2015-04-16T07:00:31Z,"I felt I had only a limited amount of creative energy, and was afraid of wasting it on ‘women’s work.’",https://opinionator.blogs.nytimes.com/2015/04/16/why-should-cancer-make-me-want-to-knit/
0,756,"Far West Got Drier Last Year, Data Shows",2014-01-16T00:00:00Z,"Although 2013 was a wetter than average year for the contiguous 48 states, scientists said, that statistic masked sharp regional differences.",https://www.nytimes.com/2014/01/16/science/earth/far-west-got-drier-last-year-data-shows.html
0,757,Stroke Lessons (Time Wasted is Brain Lost),2014-07-03T17:24:58Z,"Three years after a lucky stroke, a reminder about the importance of speedy diagnosis and care.",https://dotearth.blogs.nytimes.com/2014/07/03/stroke-lessons-time-wasted-is-brain-lost/
0,758,"With Early Tornado Outbreak, Alabama Focuses on Warnings",2012-02-01T00:00:00Z,"A panel that was formed after last year’s tornadoes devastated the state, has called for a better system of warnings that would incorporate global positioning technology and smart phones.",https://www.nytimes.com/2012/02/01/us/as-tornadoes-hit-alabama-a-new-focus-on-warnings.html
0,759,Britain’s Drift From the Global Stage Becomes an Election Issue,2015-04-27T22:05:09+0000,"There is growing concern that Britain is ceding its reputation for “punching above its weight” when it comes to matters like Ukraine and the Middle East, and even its alliance with the United States.",https://www.nytimes.com/2015/04/28/world/europe/britains-drift-from-the-global-stage-becomes-an-election-issue.html
0,760,Tornadoes Tear Through Dallas-Fort Worth Area,2012-04-03T17:53:14Z,"At least two huge tornadoes churned through the densely populated area on Tuesday afternoon, leveling homes and injuring at least a dozen people.",https://thelede.blogs.nytimes.com/2012/04/03/tornadoes-tear-through-dallas-fort-worth-area/
0,761,American Held by ISIS Says He Is ‘Pretty Scared to Die’,2014-10-07T00:00:00Z,"Abdul-Rahman Kassig, 26, was shown last week in a video by the Islamic State that purported to show the execution of a British captive.",https://www.nytimes.com/2014/10/07/world/middleeast/american-held-by-isis-says-he-is-pretty-scared-to-die.html
0,762,The Misunderstood Genius of Russell Westbrook,2017-02-01T10:00:04+0000,"Following the departure of his superstar teammate, Russell Westbrook was left to lead the Oklahoma City Thunder all by himself. That’s when something special happened.",https://www.nytimes.com/2017/02/01/magazine/the-misunderstood-genius-of-russell-westbrook.html
0,763,Avoiding Costly Home Damage From Winter’s Cold,2014-12-04T00:00:00Z,"Severe winter weather ranks right behind hurricanes and tornadoes for insured catastrophic losses, but precautions can help limit headaches and costs.",https://www.nytimes.com/2014/12/04/your-money/avoiding-costly-home-damage-from-winters-cold.html
0,764,&#8216;Mad Men&#8217; Recap: The Long and Winding Con,2015-05-11T03:37:22Z,Is Don’s grand road trip a brilliant gambit for this risky series? Or a massive metaphorical folly?,https://artsbeat.blogs.nytimes.com/2015/05/11/mad-men-recap-season-7-betty-cancer-don-motel/
0,765,Stealth Lessons Sneak Up on Viewers,2014-05-18T00:00:00Z,Karga Seven Pictures has emerged as a go-to production company for TV science programs blending special effects with a strong scientific foundation.,https://www.nytimes.com/2014/05/18/arts/television/karga-seven-a-go-to-company-for-tv-science-shows.html
0,766,"In Texas, the Race to Build in Harm&#8217;s Way Outpaces Flood-Risk Studies and Warming Impacts",2015-05-26T18:07:12Z,"In Texas’s exurban counties, a population and building boom has outpaced efforts to cut flash-flood risks and dominates any impact so far from climate change.",https://dotearth.blogs.nytimes.com/2015/05/26/in-texas-the-race-to-develop-in-harms-way-outpaces-flood-risk-studies-and-warming-impacts/
0,767,Rescuers Turn to Boat as Storm Rocks Florida,2014-04-30T14:50:19+0000,"A storm driven by heavy rainfall and high winds has also hit hard in Alabama, Arkansas, Georgia, Iowa, Mississippi, Oklahoma and Tennessee.",https://www.nytimes.com/2014/05/01/us/severe-flooding-in-south-and-midwest-as-storm-system-tapers-off.html
0,768,"In Texas, Preserving a Neighborhood for Bats",2014-11-07T00:00:00Z,A $20.5 million land purchase near San Antonio will keep the runway for 20 million Mexican free-tail bats clear of human neighbors.,https://www.nytimes.com/2014/11/07/science/in-texas-preserving-a-neighborhood-for-bats.html
0,769,Shouldering the Burden,2015-11-13T20:29:57+0000,"Climate change is blind to income levels, but the poor and minorities are being hurt disproportionately by its effects.",https://www.nytimes.com/paidpost/ben-and-jerrys/shouldering-the-burden.html
0,770,On Roller Skates in a Downpour,2014-05-25T22:00:38Z,"Metropolitan Diary: A windy downpour tossed around a woman and her two sons, who were wearing roller skates from a Central Park outing.",https://cityroom.blogs.nytimes.com/2014/05/25/on-roller-skates-in-a-downpour/
0,771,"Faces of a Small Southern Town: ‘Becoming Disfarmer,’ at the Neuberger Museum of Art",2015-01-11T00:00:00Z,"An exhibition in Purchase, N.Y. features the work of the commercial photographer who was born Mike Meyer, changed his name to Mike Disfarmer and shot postcard-size portraits in Heber Springs, Ark.",https://www.nytimes.com/2015/01/11/nyregion/faces-of-a-small-southern-town-becoming-disfarmer-at-the-neuberger-museum-of-art.html
0,772,Cameron Announces Response Plan to Beheading of British Aid Worker,2014-09-15T00:00:00Z,"Prime Minister David Cameron said Britain would support American military action against the ISIS, but he did not commit his country to a more vigorous military role against the group.",https://www.nytimes.com/2014/09/15/world/europe/cameron-announces-response-plan-to-beheading-of-british-aid-worker.html
0,773,Ford Show Truck Is Drafted Into Service After Texas Tornadoes,2012-04-30T13:49:40Z,"Built as a one-off for the 2012 Chicago auto show, the truck ran search-and-rescue missions in April in and around Arlington, Tex., after tornadoes touched down.",https://wheels.blogs.nytimes.com/2012/04/30/ford-show-truck-is-drafted-into-service-after-texas-tornadoes/
0,774,GTT &#9733;,2014-11-07T00:00:00Z,"Our quirky, discerning picks for the most interesting things to do around the state this week.",https://www.nytimes.com/2014/11/07/us/gtt.html
0,775,Confessions of a Major League T-Ball Coach,2015-05-09T01:00:09+0000,"Even when 10 of them are chasing a ball that was called foul and has long since come to rest, I realize they are truly having fun.",https://www.nytimes.com/2015/05/09/opinion/doug-glanville-confessions-of-a-major-league-t-ball-coach.html
0,776,&#8216;The Walking Dead&#8217; Recap: Don&#8217;t Mess with Carol,2015-03-08T22:01:59Z,The survivors settled into the easy living and awkward cocktail parties of post-apocalyptic suburbia in Alexandria.,https://artsbeat.blogs.nytimes.com/2015/03/08/the-walking-dead-recap-dont-mess-with-carol/
0,777,"Stan Goldberg, Who Drew Archie for Decades, Dies at 82",2014-09-05T00:00:00Z,"Mr. Goldberg, who drew Archie comics for more than 40 years, also worked closely with artists like Steve Ditko, Jack Kirby and Stan Lee.",https://www.nytimes.com/2014/09/05/books/stan-goldberg-artist-for-archie-comics-dies-at-82.html
0,778,"Review: ‘The Iceman Cometh’ Revived, With Nathan Lane and Brian Dennehy",2015-02-13T03:00:35+0000,Robert Falls’s magisterial staging of Eugene O’Neill’s bleak barroom drama is enacted by a cast that is not likely to be bettered this season.,https://www.nytimes.com/2015/02/13/theater/review-the-iceman-cometh-revived-with-nathan-lane-and-brian-dennehy.html
0,779,"A Texas-Size Welcome, With Racing, Music and More",2014-11-01T13:00:00Z,"Austin, a city adept at holding international festivals like South by Southwest and City Limits, takes its U.S. Grand Prix entertainment seriously.",https://www.nytimes.com/2014/11/01/sports/autoracing/us-grand-prix-austin.html
0,780,Not Enough to Smooth the Bumps,2014-08-10T00:00:00Z,"The Jetta GLI is the most sporting, most expensive version of VW’s best-selling car in America, but there’s still a lot of the $18,000 Jetta S in the $30,000 GLI.",https://www.nytimes.com/2014/08/10/automobiles/autoreviews/2014-volkswagen-jetta-gli-review.html
0,781,"Jaws Open, Monster Storm Hits East Coast",2014-07-30T00:00:00Z,"In “Sharknado 2: The Second One,” Syfy moves its meteorological phenomenon of flying man-eaters from Los Angeles to New York.",https://www.nytimes.com/2014/07/30/arts/television/sharknado-2-the-new-york-edition-airs-on-syfy.html
0,782,Your Friday Briefing,2014-12-19T00:00:00Z,Here’s what you need to know to start your day.,https://www.nytimes.com/2014/12/19/us/latest-news-isis-cuba-plan-night-at-the-museum.html
0,783,Our Lonely Home in Nature,2014-05-03T00:00:00Z,Mother Earth doesn’t actually care about you at all. So save yourselves.,https://www.nytimes.com/2014/05/03/opinion/our-lonely-home-in-nature.html
0,784,Haiti’s Economic Aftershocks,2015-01-12T11:30:00Z,"Five years after the disastrous earthquake, the country remains a global stepchild.",https://www.nytimes.com/2015/01/12/opinion/haitis-economic-aftershocks.html
0,785,Living With Cancer: Gravy Days,2014-11-20T13:46:23Z,"This November I am a lucky woman, reveling in the unearned bounty of more time and a thicker earthly existence than I had ever expected.",https://well.blogs.nytimes.com/2014/11/20/living-with-cancer-gravy-days/
0,786,Examining 'Media's Global Warming Fail',2013-11-18T10:59:42Z,"A chat about global warming, journalism and extreme weather.",https://dotearth.blogs.nytimes.com/2013/11/18/examining-medias-global-warming-fail/
0,787,"A Mortgage Tornado Warning, Unheeded",2012-02-05T00:00:00Z,"Inspired by a personal experience, a businessman began delving into the practices of the mortgage industry, including Fannie Mae. His findings have been prescient.",https://www.nytimes.com/2012/02/05/business/mortgage-tornado-warning-unheeded.html
0,788,Jonas Mekas Refuses to Fade,2015-10-18T00:00:00Z,"At 92, the filmmaker shows no sign of slowing down. Why do people like him flourish in old age?",https://www.nytimes.com/2015/10/18/nyregion/jonas-mekas-refuses-to-fade.html
0,789,Scenes from Severe Flooding in the Florida Panhandle,2014-04-30T13:26:21Z,Videos and photographs show the extent of the damage from torrential rains in the Florida Panhandle that have caused at least two deaths and the collapse of a section of the Scenic Highway.,https://news.blogs.nytimes.com/2014/04/30/images-of-severe-flooding-in-the-florida-panhandle/
0,790,Parcel for Sale: Plenty of Space. Very Quiet. Light? Well ...,2015-01-14T16:39:41+0000,"The Roswell, N.M., site had been the home of an Atlas-F missile, 100 times more powerful than the atomic bomb dropped on Nagasaki. The silo is a fixer-upper, to put it mildly.",https://www.nytimes.com/2015/01/15/us/roswell-new-mexico-missile-silo-for-sale.html
0,791,Departed Friends and Some of Their Disciples,2014-10-05T00:00:00Z,"New releases by Charlie Haden and Jim Hall, David Virelles, Bill Frisell, Ron Miles and Ryan Keberle & Catharsis.",https://www.nytimes.com/2014/10/05/arts/music/new-releases-by-charlie-haden-and-jim-hall-and-bill-frisell.html
0,792,"Cuomo’s Response to Buffalo-Area Snow: Praised, With Exceptions",2014-11-26T00:00:00Z,The snowstorm that pummeled Buffalo and its southern and eastern suburbs last week combined two of Gov. Andrew M. Cuomo’s preoccupations: extreme weather and western New York.,https://www.nytimes.com/2014/11/26/nyregion/governor-cuomos-response-to-buffalo-area-snow-praised-with-exceptions.html
0,793,F.A.A. to Focus on Contractors for Air Traffic System After Damage to Cables,2014-10-01T00:00:00Z,An attack on aircraft equipment near Chicago has led to a review of who has access to vital points in the system.,https://www.nytimes.com/2014/10/01/us/faa-to-focus-on-contractors-after-damage-to-cables.html
0,794,Raising the Profile of Columbia&#8217;s Art,2015-01-09T00:00:00Z,An art historian at Columbia has made it his mission to get more people to notice thousands of objects on campus.,https://www.nytimes.com/2015/01/09/arts/design/raising-the-profile-of-columbias-art-.html
0,795,"Quotation of the Day for Tuesday, November 19, 2013",2013-11-19T00:00:00Z,"Quotation of the day for Tuesday, November 19, 2013.",https://www.nytimes.com/2013/11/19/pageoneplus/quotation-of-the-day-for-tuesday-november-19-2013.html
0,796,"New to U.S., Sisters Help School Return to Dominance in a Flash",2015-01-24T18:45:01+0000,"Thanks to two sisters from Mexico, the tradition-rich Levelland High School girls’ basketball team, which has not won a Texas state title since 1997, is an up-tempo, high-scoring contender.",https://www.nytimes.com/2015/01/25/sports/levelland-loboettes-have-regained-their-winning-ways-in-texas.html
0,797,Ideas for E.L.L.s | Teaching About Weather and Seasons,2015-01-21T15:32:24Z,"The weather is a great topic for English Language Learners — it’s an issue that affects them every day. There are opportunities to discuss it all the time. Praising a nice day is nice, but who doesn’t love to complain about a bad one? And the topi...",https://learning.blogs.nytimes.com/2015/01/21/ideas-for-e-l-l-s-teaching-about-weather-and-seasons/
0,798,And a Little Child Shall Lead Them,2014-11-29T00:00:00Z,Ridley Scott&#8217;s &#8220;Exodus: Gods and Kings&#8221; features the 11-year-old Isaac Andrews as the voice and visage of the Almighty.,https://www.nytimes.com/2014/11/29/movies/exodus-gods-and-kings-portrays-the-deity-as-a-boy.html
0,799,The Weather God of Oklahoma City,2013-08-09T09:00:19+0000,"You know a storm is going to be bad, people in Oklahoma will tell you, when Gary England removes his jacket.",https://www.nytimes.com/2013/08/11/magazine/the-weather-god-of-oklahoma-city.html
0,800,"Marie Kondo, Tidying Up and the Ruthless War on Stuff",2016-07-06T11:00:05+0000,The star of Netflix’s “Tidying Up” and author of “The Life-Changing Magic of Tidying Up” is training an army of emissaries to declutter the American home.,https://www.nytimes.com/2016/07/10/magazine/marie-kondo-and-the-ruthless-war-on-stuff.html
0,801,Joni Ernst Fights for Dirty Water in Iowa,2014-06-04T17:11:11Z,The winner of the Iowa Senate Republican primary opposes the Clean Water Act.,https://takingnote.blogs.nytimes.com/2014/06/04/joni-ernst-fights-for-dirty-water-in-iowa/
0,802,"Ghosts of Empire, Echoes of War",2014-10-04T12:30:00Z,"For Britain, the decision to intervene militarily against ISIS is fraught with uneasiness.",https://www.nytimes.com/2014/10/04/opinion/matthew-dancona-an-ambivalent-britain-joins-the-campaign-against-isis.html
0,803,Passing the Plate For Tornado Victims,2012-03-05T00:00:00Z,"Photos of congregants at the St Francis Xavier Roman Catholic Church in Henryville, Ind, collecting donations for victims of a tornado that destroyed much of the town. Photos (S)",https://query.nytimes.com/gst/fullpage.html?res=9C02E3DE1339F936A35750C0A9649D8B63
0,804,Kurds in Iraq&#8217;s North Make Gains Against Islamic State,2014-10-01T00:00:00Z,"Kurdish pesh merga fighters and Iraqi security forces began efforts to drive out the Islamic State from several parts of northern Iraq, including near the Syria border.",https://www.nytimes.com/2014/10/01/world/middleeast/isis-iraq-kurds-pesh-merga-syria.html
0,805,An Electronic Double Bill to Shiver the Timbers,2014-05-13T00:00:00Z,The Haxan Cloak and Robert Henke shared an electronic concert on Saturday as part of the Red Bull Music Academy Festival at Brooklyn Masonic Temple.,https://www.nytimes.com/2014/05/13/arts/music/the-haxan-cloak-and-robert-henke-in-red-bull-festival.html
0,806,Vast Stretches of Minnesota Are Flooded as Swollen Rivers Overflow,2014-06-25T00:00:00Z,"After heavy winter snows and torrential spring rains, floods spread throughout the state, from Canada to Iowa.",https://www.nytimes.com/2014/06/25/us/much-of-minnesota-is-flooded-as-swollen-rivers-overflow.html
0,807,Who Are They Kidding?,2014-08-24T00:00:00Z,The characters in three books for early readers are propelled by their self-deception and passion.,https://www.nytimes.com/2014/08/24/books/review/kate-dicamillos-leroy-ninker-saddles-up-and-more.html
0,808,It’s Still Popular Being Green,2014-08-21T19:02:10+0000,“Wicked” evinces little sign of box office fatigue.,https://www.nytimes.com/2014/08/22/theater/a-decade-later-wicked-continues-to-be-catnip-for-tweens.html
0,809,Weaving Silk Into Puppetry and Music,2014-10-14T00:00:00Z,"Basil Twist uses silk, smoke and other materials in his work &#8220;The Rite of Spring,&#8221; part of the White Light Festival.",https://www.nytimes.com/2014/10/14/arts/dance/the-rite-of-spring-basil-twists-spin-on-stravinsky.html
0,810,The Music Runs Through Her,2014-11-30T00:00:00Z,"Linda Celeste Sims, who joined the Alvin Ailey American Dance Theater in 1996, is one of the troupe&#8217;s most soulful dancers, with a subtle power that is only deepening.",https://www.nytimes.com/2014/11/30/arts/dance/ailey-companys-linda-celeste-sims-thrives-hard-on-work.html
0,811,The Capitalism of Catastrophe,2014-04-07T00:00:00Z,"Vendors of calamity products met their clientele at the third annual National Preppers and Survivalists Expo, a trade show held over the weekend in Tulsa, Okla.",https://www.nytimes.com/2014/04/07/us/at-survivalists-expo-items-for-everything-short-of-the-zombie-apocalypse.html
0,812,"After Disputed Verdict, Reckoning for Ferguson",2014-11-27T00:00:00Z,"In a way, the questions about the future of a few heavily damaged blocks of West Florissant Avenue in Ferguson are larger than the individual stores that lined it.",https://www.nytimes.com/2014/11/27/us/after-disputed-verdict-reckoning-for-ferguson.html
0,813,Domesticated Macaws Reclaiming Their Wild Side,2014-04-10T22:46:33+0000,"In “Rio 2,” a mated pair of blue macaws and their brood leave Rio for the lush perils of the Amazon rain forest.",https://www.nytimes.com/2014/04/11/movies/rio-2-ventures-into-the-amazon-rain-forest.html
0,814,Today in Small Business: The Canadian Dream?,2014-05-15T13:07:55Z,A business owner’s guide to a stress-free vacation. How technology is changing our food. Should you move your business to Texas?,https://boss.blogs.nytimes.com/2014/05/15/today-in-small-business-the-canadian-dream/
0,815,Smartphones: The Corporate Personality Test,2014-09-14T00:00:00Z,"The smartphone offerings of Apple, Amazon, Microsoft and Samsung have a lot to say about the companies’ approach to most everything.",https://www.nytimes.com/2014/09/14/technology/smartphones-the-corporate-personality-test.html
0,816,"How to Be an Entrepreneur, and Stay Married",2014-10-01T07:00:47Z,Being an entrepreneur or being married to an entrepreneur takes the already complicated institution of marriage to an entirely different level of complexity.,https://boss.blogs.nytimes.com/2014/10/01/how-to-be-an-entrepreneur-and-stay-married/
0,817,Have You Been Through a School Lockdown? Tell Us About Your Experience,2013-12-20T13:43:00Z,"Are you a parent, teacher or student who has experienced a school lockdown? Let us know what you experienced.",https://thelede.blogs.nytimes.com/2013/12/20/have-you-been-through-a-school-lockdown-tell-us-about-your-experience/
0,818,"For a Thrill Seeker at Ease in the Sky, a Birthday Jump Turned Fatal",2014-08-01T00:00:00Z,"Gary Messina, a correction officer for New York City, died after his parachute collapsed during a jump on Long Island; the accident is under investigation.",https://www.nytimes.com/2014/08/01/nyregion/for-a-thrill-seeker-at-ease-in-the-sky-a-birthday-jump-turned-fatal.html
0,819,"In Indiana, Prayer Amid the Storm Cleanup",2012-03-05T00:00:00Z,"Residents of Henryville, Ind., filtered into church on Sunday, turning to their faith for solace two days after a tornado leveled the town’s center.",https://www.nytimes.com/2012/03/05/us/amid-tornado-cleanup-worship-in-indiana-town.html
0,820,Family Disaster Preparedness,2014-04-08T15:11:51Z,"Any family who has weathered a severe storm knows it’s easier if you’re prepared. But I admit it—we’re not. No stockpile of water, no emergency plan. Are you?",https://parenting.blogs.nytimes.com/2014/04/08/family-disaster-preparedness/
0,821,Missouri: Tornado Sirens Not Heeded,2011-09-21T00:00:00Z,"Many Joplin residents either ignored or were slow to react to the first warning sirens about a deadly tornado this spring, partly because of years of false alarms, the government said.",https://www.nytimes.com/2011/09/21/us/missouri-tornado-sirens-not-heeded.html
0,822,"In Coney Island, Weaving a Confection That Tastes Like Long-Ago Summers",2014-07-28T00:00:00Z,"Jenny Villon, a 30-year-old mother of three who emigrated from Mexico as a teenager, has been making cotton candy for nearly a decade in Brooklyn.",https://www.nytimes.com/2014/07/28/nyregion/in-coney-island-weaving-a-confection-that-tastes-like-long-ago-summers.html
0,823,"Park Avenue, the Art Gallery",2014-03-12T00:00:00Z,"The sculptures in Alice Aycock’s art installation “Park Avenue Paper Chase” are, as she had hoped, drawing attention.",https://www.nytimes.com/2014/03/12/arts/design/alice-aycocks-latest-installation-is-unveiled.html
0,824,Randall Copeland,2014-04-20T00:00:00Z,"The Southern Baptist at the Manischewitz kosher food company on bulldogs, koi ponds and walkie-talkies.",https://www.nytimes.com/2014/04/20/opinion/sunday/randall-copeland.html
0,825,Britain Says Iraq Campaign Will Last ‘Weeks and Months’,2014-08-19T00:00:00Z,"The defense secretary said the battle against militants had moved beyond a humanitarian effort, but the prime minister said there would be limits to British involvement.",https://www.nytimes.com/2014/08/19/world/middleeast/britain-iraq-campaign.html
0,826,A Spilled Cup on the No. 1 Train,2014-01-24T08:30:04Z,Metropolitan Diary: A spilled beverage on a white dress turned a woman irate on the subway.,https://cityroom.blogs.nytimes.com/2014/01/24/a-spilled-cup-on-the-no-1-train/
0,827,Pride in Success of Saban Resounds Across Alabama,2015-01-01T18:49:56+0000,"Since Saban became the team&#8217;s coach after the 2006 season, the Crimson Tide have gone 91-16, a dynasty that has benefited fans, radio hosts, entrepreneurs and the university itself.",https://www.nytimes.com/2015/01/02/sports/ncaafootball/alabamas-success-under-nick-saban-is-felt-all-over-state.html
0,828,France Plans to Ship Arms to Embattled Kurdish Forces in Iraq,2014-08-13T07:38:12+0000,President Fran&#231;ois Hollande said the deliveries were in response to &#8220;urgent&#8221; appeals from the Kurds. Britain also announced nonlethal aid deliveries.,https://www.nytimes.com/2014/08/14/world/middleeast/iraq-humanitarian-aid.html
0,829,An Impresario Shines His Light on the Customer,2014-09-30T19:44:54+0000,Cherche Midi may be Keith McNally&#8217;s most thorough repudiation of the downtown scene and current dining trends of the six restaurants he operates.,https://www.nytimes.com/2014/10/01/dining/restaurant-review-keith-mcnallys-cherche-midi.html
0,830,As the Alarm Sirens Wailed,2013-05-22T07:21:12Z,"Where, according to this article, is the “emotional and physical focal point of one of the most destructive tornadoes to strike Oklahoma”?",https://learning.blogs.nytimes.com/2013/05/22/as-the-alarm-sirens-wailed/
0,831,Violent Storms Again Strike Oklahoma,2013-06-03T05:12:43Z,Where did tornadoes and severe flooding occur on Friday?,https://learning.blogs.nytimes.com/2013/06/03/violent-storms-again-strike-oklahoma/
0,832,Paying for the Forest Fire Next Time,2014-06-17T23:52:42+0000,Megafires are scorching the West. More money is needed to fight them.,https://www.nytimes.com/2014/06/18/opinion/paying-for-the-forest-fire-next-time.html
0,833,When a Tornado in Queens Becomes an International Incident,2011-08-21T17:24:07Z,"Nearly a year after it was blown off the Unisphere in Flushing-Meadows Corona Park, Sri Lanka was put back into place.",https://cityroom.blogs.nytimes.com/2011/08/21/when-a-tornado-in-queens-becomes-an-international-incident/
0,834,South Dakota: Blizzard Takes Toll on Livestock,2013-10-08T00:00:00Z,A record-breaking storm that dumped four feet of snow in western South Dakota left tens of thousands of people without electricity on Monday and ranchers bracing for heavy losses.,https://www.nytimes.com/2013/10/08/us/south-dakota-blizzard-takes-toll-on-livestock.html
0,835,The Coming Climate Crash,2014-06-21T18:37:33+0000,We need to tax carbon dioxide emissions to protect our economy.,https://www.nytimes.com/2014/06/22/opinion/sunday/lessons-for-climate-change-in-the-2008-recession.html
0,836,"Chasing the Storm, but Hoping Not to Catch It",2013-06-03T00:00:00Z,"Interest in storm chasing has surged, with amateurs now jockeying with seasoned professionals. The risks of the hobby were apparent Sunday when relatives confirmed the death of a veteran chaser.",https://www.nytimes.com/2013/06/03/business/media/storm-chasers-among-those-killed-in-oklahoma.html
0,837,"Emily Sutton, Storm Chaser",2013-08-15T19:18:56Z,Channel 4′s first female meteorologist has become a kind of celebrity in Oklahoma City.,https://6thfloor.blogs.nytimes.com/2013/08/15/emily-sutton-storm-chaser/
